issue,related_issue,no_related_issue
scipy/scipy#5800,numpy/numpy#6757,numpy/numpy#8340
scipy/scipy#5800,numpy/numpy#6757,numpy/numpy#5453
scipy/scipy#5800,numpy/numpy#6757,numpy/numpy#3992
scipy/scipy#5800,scikit-learn/scikit-learn#6115,scikit-learn/scikit-learn#6600
scipy/scipy#5800,scikit-learn/scikit-learn#6115,matplotlib/matplotlib#7526
scipy/scipy#5800,scikit-learn/scikit-learn#6115,scikit-learn/scikit-learn#4598
scipy/scipy#5808,numpy/numpy#7166,numpy/numpy#6228
scipy/scipy#5808,numpy/numpy#7166,numpy/numpy#6363
scipy/scipy#5808,numpy/numpy#7166,numpy/numpy#9765
scipy/scipy#5808,numpy/numpy#586,numpy/numpy#2153
scipy/scipy#5808,numpy/numpy#586,numpy/numpy#659
scipy/scipy#5808,numpy/numpy#586,numpy/numpy#2124
scipy/scipy#5808,numpy/numpy#5753,numpy/numpy#331
scipy/scipy#5808,numpy/numpy#5753,numpy/numpy#9475
scipy/scipy#5808,numpy/numpy#5753,astropy/astropy#2058
scipy/scipy#5808,numpy/numpy#7129,numpy/numpy#7200
scipy/scipy#5808,numpy/numpy#7129,astropy/astropy#5289
scipy/scipy#5808,numpy/numpy#7129,numpy/numpy#5808
scipy/scipy#6020,numpy/numpy#7509,astropy/astropy#3018
scipy/scipy#6020,numpy/numpy#7509,astropy/astropy#3853
scipy/scipy#6020,numpy/numpy#7509,numpy/numpy#3276
scipy/scipy#6033,numpy/numpy#7509,astropy/astropy#3018
scipy/scipy#6033,numpy/numpy#7509,astropy/astropy#3853
scipy/scipy#6033,numpy/numpy#7509,numpy/numpy#3276
scipy/scipy#6059,numpy/numpy#7542,astropy/astropy#1672
scipy/scipy#6059,numpy/numpy#7542,astropy/astropy#5371
scipy/scipy#6059,numpy/numpy#7542,astropy/astropy#6355
scipy/scipy#6119,numpy/numpy#7636,numpy/numpy#9264
scipy/scipy#6119,numpy/numpy#7636,numpy/numpy#4211
scipy/scipy#6119,numpy/numpy#7636,numpy/numpy#255
scipy/scipy#6210,numpy/numpy#6895,numpy/numpy#6927
scipy/scipy#6210,numpy/numpy#6895,numpy/numpy#3
scipy/scipy#6210,numpy/numpy#6895,numpy/numpy#8307
scipy/scipy#6696,numpy/numpy#8165,numpy/numpy#6705
scipy/scipy#6696,numpy/numpy#8165,numpy/numpy#7654
scipy/scipy#6696,numpy/numpy#8165,numpy/numpy#6369
scipy/scipy#6696,numpy/numpy#8184,numpy/numpy#2809
scipy/scipy#6696,numpy/numpy#8184,numpy/numpy#138
scipy/scipy#6696,numpy/numpy#8184,numpy/numpy#195
scipy/scipy#6696,numpy/numpy#8145,numpy/numpy#8152
scipy/scipy#6696,numpy/numpy#8145,numpy/numpy#6423
scipy/scipy#6696,numpy/numpy#8145,numpy/numpy#9381
scipy/scipy#6697,numpy/numpy#8184,numpy/numpy#2809
scipy/scipy#6697,numpy/numpy#8184,numpy/numpy#138
scipy/scipy#6697,numpy/numpy#8184,numpy/numpy#195
scipy/scipy#6861,numpy/numpy#8384,numpy/numpy#9824
scipy/scipy#6861,numpy/numpy#8384,numpy/numpy#9058
scipy/scipy#6861,numpy/numpy#8384,numpy/numpy#9469
scipy/scipy#69,numpy/numpy#150,numpy/numpy#148
scipy/scipy#69,numpy/numpy#150,numpy/numpy#2743
scipy/scipy#69,numpy/numpy#150,numpy/numpy#2736
scipy/scipy#6952,numpy/numpy#8452,astropy/astropy#861
scipy/scipy#6952,numpy/numpy#8452,numpy/numpy#9105
scipy/scipy#6952,numpy/numpy#8452,astropy/astropy#1160
scipy/scipy#6961,numpy/numpy#8472,numpy/numpy#8474
scipy/scipy#6961,numpy/numpy#8472,numpy/numpy#9916
scipy/scipy#6961,numpy/numpy#8472,numpy/numpy#6600
scipy/scipy#7037,numpy/numpy#8612,numpy/numpy#4407
scipy/scipy#7037,numpy/numpy#8612,numpy/numpy#4757
scipy/scipy#7037,numpy/numpy#8612,numpy/numpy#8401
scipy/scipy#7084,numpy/numpy#8671,numpy/numpy#9567
scipy/scipy#7084,numpy/numpy#8671,numpy/numpy#3880
scipy/scipy#7084,numpy/numpy#8671,numpy/numpy#3856
scipy/scipy#7164,numpy/numpy#8776,numpy/numpy#9523
scipy/scipy#7164,numpy/numpy#8776,numpy/numpy#8695
scipy/scipy#7164,numpy/numpy#8776,numpy/numpy#9058
scipy/scipy#7167,numpy/numpy#8779,numpy/numpy#218
scipy/scipy#7167,numpy/numpy#8779,matplotlib/matplotlib#2883
scipy/scipy#7167,numpy/numpy#8779,numpy/numpy#3405
scipy/scipy#7170,numpy/numpy#8779,numpy/numpy#218
scipy/scipy#7170,numpy/numpy#8779,matplotlib/matplotlib#2883
scipy/scipy#7170,numpy/numpy#8779,numpy/numpy#3405
scipy/scipy#7171,numpy/numpy#8779,numpy/numpy#218
scipy/scipy#7171,numpy/numpy#8779,matplotlib/matplotlib#2883
scipy/scipy#7171,numpy/numpy#8779,numpy/numpy#3405
scipy/scipy#7172,numpy/numpy#8779,numpy/numpy#218
scipy/scipy#7172,numpy/numpy#8779,matplotlib/matplotlib#2883
scipy/scipy#7172,numpy/numpy#8779,numpy/numpy#3405
scipy/scipy#7175,numpy/numpy#8779,numpy/numpy#218
scipy/scipy#7175,numpy/numpy#8779,matplotlib/matplotlib#2883
scipy/scipy#7175,numpy/numpy#8779,numpy/numpy#3405
scipy/scipy#7176,numpy/numpy#8779,numpy/numpy#218
scipy/scipy#7176,numpy/numpy#8779,matplotlib/matplotlib#2883
scipy/scipy#7176,numpy/numpy#8779,numpy/numpy#3405
scipy/scipy#7177,numpy/numpy#8779,numpy/numpy#218
scipy/scipy#7177,numpy/numpy#8779,matplotlib/matplotlib#2883
scipy/scipy#7177,numpy/numpy#8779,numpy/numpy#3405
scipy/scipy#7181,numpy/numpy#8762,numpy/numpy#8886
scipy/scipy#7181,numpy/numpy#8762,numpy/numpy#8665
scipy/scipy#7181,numpy/numpy#8762,numpy/numpy#4774
scipy/scipy#7181,numpy/numpy#8788,numpy/numpy#9685
scipy/scipy#7181,numpy/numpy#8788,numpy/numpy#8886
scipy/scipy#7181,numpy/numpy#8788,numpy/numpy#6805
scipy/scipy#7184,numpy/numpy#8788,numpy/numpy#9685
scipy/scipy#7184,numpy/numpy#8788,numpy/numpy#8886
scipy/scipy#7184,numpy/numpy#8788,numpy/numpy#8762
scipy/scipy#7227,numpy/numpy#8388,numpy/numpy#4681
scipy/scipy#7227,numpy/numpy#8388,astropy/astropy#1374
scipy/scipy#7227,numpy/numpy#8388,astropy/astropy#166
scipy/scipy#7270,matplotlib/matplotlib#8433,scikit-learn/scikit-learn#1846
scipy/scipy#7270,matplotlib/matplotlib#8433,scikit-learn/scikit-learn#7842
scipy/scipy#7270,matplotlib/matplotlib#8433,scikit-learn/scikit-learn#1912
