issue,related_issue,no_related_issue
numpy/numpy#4602,scipy/scipy#1205,scipy/scipy#1901
numpy/numpy#4602,scipy/scipy#3306,scipy/scipy#3703
numpy/numpy#4602,scipy/scipy#3306,scipy/scipy#3461
numpy/numpy#4602,scipy/scipy#3306,scipy/scipy#311
numpy/numpy#4494,astropy/astropy#1987,astropy/astropy#1523
numpy/numpy#4494,astropy/astropy#1987,astropy/astropy#2521
numpy/numpy#4494,astropy/astropy#1987,astropy/astropy#4380
numpy/numpy#4351,scipy/scipy#3297,matplotlib/matplotlib#5767
numpy/numpy#4351,scipy/scipy#3297,astropy/astropy#3001
numpy/numpy#4351,scipy/scipy#3297,astropy/astropy#4118
numpy/numpy#4307,scipy/scipy#3396,scipy/scipy#2482
numpy/numpy#4307,scipy/scipy#3396,scipy/scipy#3898
numpy/numpy#4307,scipy/scipy#3396,scipy/scipy#2929
numpy/numpy#4307,scipy/scipy#3335,ipython/ipython#470
numpy/numpy#4307,scipy/scipy#3335,ipython/ipython#467
numpy/numpy#4307,scipy/scipy#3335,ipython/ipython#466
numpy/numpy#4080,scipy/scipy#3098,scipy/scipy#4678
numpy/numpy#4080,scipy/scipy#3098,scipy/scipy#3224
numpy/numpy#4080,scipy/scipy#3098,scipy/scipy#4462
numpy/numpy#4080,scipy/scipy#448,matplotlib/matplotlib#6442
numpy/numpy#4080,scipy/scipy#448,matplotlib/matplotlib#6790
numpy/numpy#4080,scipy/scipy#448,matplotlib/matplotlib#4821
numpy/numpy#4037,scipy/scipy#2643,scipy/scipy#3504
numpy/numpy#4037,scipy/scipy#2643,scipy/scipy#3792
numpy/numpy#4037,scipy/scipy#2643,scipy/scipy#3702
numpy/numpy#4021,scipy/scipy#3044,scipy/scipy#5154
numpy/numpy#4021,scipy/scipy#3044,scipy/scipy#7967
numpy/numpy#4021,scipy/scipy#3044,scipy/scipy#7958
numpy/numpy#4007,scipy/scipy#4104,scipy/scipy#7653
numpy/numpy#4007,scipy/scipy#4104,scipy/scipy#6400
numpy/numpy#4007,scipy/scipy#4104,scipy/scipy#2428
numpy/numpy#4007,scipy/scipy#4105,scipy/scipy#4151
numpy/numpy#4007,scipy/scipy#4105,scipy/scipy#4081
numpy/numpy#4007,scipy/scipy#4105,scipy/scipy#2673
numpy/numpy#3907,astropy/astropy#2701,astropy/astropy#1491
numpy/numpy#3907,astropy/astropy#2701,astropy/astropy#20
numpy/numpy#3907,astropy/astropy#2701,astropy/astropy#524
numpy/numpy#3897,scipy/scipy#2981,scipy/scipy#5018
numpy/numpy#3897,scipy/scipy#2981,scipy/scipy#3231
numpy/numpy#3897,scipy/scipy#2981,scipy/scipy#6398
numpy/numpy#3871,scipy/scipy#2894,scipy/scipy#6333
numpy/numpy#3871,scipy/scipy#2894,scipy/scipy#5723
numpy/numpy#3871,scipy/scipy#2894,scipy/scipy#5345
numpy/numpy#3796,scipy/scipy#2890,astropy/astropy#1881
numpy/numpy#3796,scipy/scipy#2890,pandas-dev/pandas#9148
numpy/numpy#3796,scipy/scipy#2890,pandas-dev/pandas#12911
numpy/numpy#3768,scipy/scipy#2890,astropy/astropy#1881
numpy/numpy#3768,scipy/scipy#2890,pandas-dev/pandas#9148
numpy/numpy#3768,scipy/scipy#2890,pandas-dev/pandas#12911
numpy/numpy#3761,scipy/scipy#2890,astropy/astropy#1881
numpy/numpy#3761,scipy/scipy#2890,pandas-dev/pandas#9148
numpy/numpy#3761,scipy/scipy#2890,pandas-dev/pandas#12911
numpy/numpy#3439,scipy/scipy#2620,scipy/scipy#426
numpy/numpy#3439,scipy/scipy#2620,scipy/scipy#2610
numpy/numpy#3439,scipy/scipy#2620,scipy/scipy#2891
numpy/numpy#3340,scipy/scipy#2492,scipy/scipy#6241
numpy/numpy#3340,scipy/scipy#2492,scipy/scipy#3283
numpy/numpy#3340,scipy/scipy#2492,scipy/scipy#4766
numpy/numpy#3149,scipy/scipy#459,scipy/scipy#7297
numpy/numpy#3149,scipy/scipy#459,scipy/scipy#4473
numpy/numpy#3149,scipy/scipy#459,scipy/scipy#2481
numpy/numpy#2970,scipy/scipy#374,scipy/scipy#4992
numpy/numpy#2970,scipy/scipy#374,scipy/scipy#336
numpy/numpy#2970,scipy/scipy#374,scipy/scipy#7074
numpy/numpy#2843,matplotlib/matplotlib#1466,astropy/astropy#5170
numpy/numpy#2843,matplotlib/matplotlib#1466,astropy/astropy#3102
numpy/numpy#2843,matplotlib/matplotlib#1466,astropy/astropy#1836
